H&O Services ,Muhammad Muddasar Sharif,Male,On-Demand,Q2,2015,"Hamza Irfan Baig, Ali Baig",Local Investor (Angel),,Angel Round,"35,000",Associated,Active
Social Champ,"Zohaib Shakir, Sameer Ahmed Khan, and Shakir Ghani (COO, Co-founder)",Male,SAAS/Cloud Computing,Q4,2019,Wadi Accelerator Program,Accelerator(s)/Incubator(s),,Seed,"100,000",Associated,Active
Airlift Technologies,"Usman Gul, Ahmed Ayub, Meher Farrukh",Mixed-Gender Founding Team,Transportation/Mobility,Q4,2019,First Round Capital,Local Investor (VC),"Fatima Gobi Ventures, Indus Valley Capital",Series A,"12,000,000",Not Associated,Active
PriceOye,"Adeel Shaffi, Adnan Shaffi, Awais Imran",Male,E-commerce,Q4,2019,Fatima Ventures,Local Investor (VC),Artistic Ventures,Seed,"450,000",Not Associated,Active
Queno,"Muhammad Zubair, Farida Kanwal ",Mixed-Gender Founding Team,EdTech/Education,Q4,2019,Oman Tech Fund,International Investor (VC),,Seed,"100,000",Associated,Active
ConsoliAds ,Asad Mahmood,Male,MarTech/Marketing,Unknown,2019,47 Ventures,Local Investor (VC),,Pre-Seed,"1,000,000",Not Associated,Active
Dawaai,Furquan Kidwai,Male,HealthTech/Health,Unknown,2019,500startups,Accelerator(s)/Incubator(s),,Seed,Undisclosed,Not Associated,Active
Undisclosed Startup ,Undisclosed ,Male,Transportation/Mobility,Unknown,2019,47 Ventures,Local Investor (VC),,Pre-Seed,Undisclosed,UnkNot Associatedwn,Active
Fori Mazdoori,Musstanser Tinauli,Male,On-Demand,Unknown,2019,Undisclosed Angels,Undisclosed,,Angel Round,Undisclosed,Associated,Active
Undisclosed Startup ,Unknown,Undisclosed,Other,Unknown,2019,47 Ventures,Local Investor (VC),,Pre-Seed,Undisclosed,Not Associated,Undetermined
Everplay ,Unknown,Undisclosed,Gaming,Unknown,2019,47 Ventures,Local Investor (VC),,Pre-Seed,"250,000",Not Associated,Active
Cubex Global,"Sheikh Ahsan Tariq, Hood Al Hoqani, Hamza Al Kharusi, Wajiha Khalid Paracha",Mixed-Gender Founding Team,Other,Unknown,2019,Oman Tech Fund,Local Investor (VC),,Pre-Seed,"100,000",None,Active
Queno,"Muhammad Zubair, Farida Kanwal ",Mixed-Gender Founding Team,EdTech/Education,Unknown,2019,Ashraf Kalim (Magnus Sports),Local Investor (Angel),,Pre-Seed,"15,778",Associated,Active
Tajir,"Babar Khan, Ismail Khan",Male,E-commerce,Q1,2020,Y Combinator,International Investor (Other),,Seed,"150,000",Associated,Active
InstaCare,"Bilal Amjad, Ayesha Siddiq, Ahmed Amjad",Mixed-Gender Founding Team,HealthTech/Health,Q1,2020,Khaleef Technologies,Local Investor (Angel),,Seed,"140,000",Associated,Active
Sub Health,"Obaidullah, Sidra Qureshi",Mixed-Gender Founding Team,HealthTech/Health,Q1,2020,Undisclosed ,Local Investor (Angel),,Seed,Undisclosed,Associated,Active
MandiExpress,Jehanzeb Chaudhri ,Male,E-commerce,Q1,2020,Lakson Investments Venture Capital (LIVC),Local Investor (VC),,Pre-Series A,"715,000",Associated,Active
Screen-IT,"Hamza Malik, Uzair Ali, Ahmed Arif, Hassan Fazal, Hamid Raza",Male,MarTech/Marketing,Q1,2020,Coeus Solutions,International Investor (Angel),,Seed,"250,000",Associated,Active
Eat Mubarak ,"Syed Sair Ali, Mohammad Yusuf Jan",Male,E-commerce,Q1,2020,Unnamed Private Saudi Investors,International Investor (Angel),,Pre-Series A,Undisclosed ,Not Associated,Active
Dawaai,Furquan Kidwai,Male,HealthTech/Health,Q1,2020,Sarmayacar ,Local Investor (VC),"Kingsway Capital, Mentors Fund",Pre-Series A,Undisclosed,Not Associated,Active
Tapmad,Yasir Pasha,Male,Entertainment,Q2,2020,MBC Group,International Investor (Other),Daman investments.,Undisclosed,"4,000,000",Not Associated,Active
Baby Planet,Irfan Ahmed,Male,E-commerce,Q2,2020,High Output Ventures,Local Investor (VC),Karavan ,Seed,"250,000",Associated,Active
Tapmad,Yasir Pasha,Male,Entertainment,Q2,2020,MBC Group,International Investor (Other),Daman investments,Series A,"4,000,000",None,Active
GrocerApp,"Ahmed Saeed, Hasan Sidique, Rai Bilal",Male,E-commerce,Q2,2020,Jabbar Internet,Local Investor (VC),Karavan ,Pre-Series A,"1,000,000",Associated,Active
Tajir,"Babar Khan, Ismail Khan",Male,E-commerce,Q2,2020,Fatima Gobi Ventures,Local Investor (VC),"Venture Souq, Karavan, Pioneer Fund, Golden Gate, Matt Caspari ",Seed,"1,800,000",Associated,Active
Bazaar ,"Saad Jangda, Hamza Jawaid",Male,E-commerce,Q2,2020,Indus Valley Capital,Local Investor (VC),Alter Global,Pre-Seed,"1,300,000",Associated,Active
Roomy,Asad Samar,Male,Travel/Tourism/Hospitality,Q2,2020,"Lakson Investments Venture Capital (LIVC), Walled CIty",Local Investor (VC),Karavan ,Pre-Series A,"1,000,000",Not Associated,Active
PriceOye,"Adeel Shaffi, Adnan Shaffi, Awais Imran",Male,E-commerce,Q3,2020,SOSV,International Investor (VC),,Pre-Series A,Undisclosed ,Not Associated,Active
Airlift Technologies,"Usman Gul, Ahmed Ayub, Meher Farrukh",Mixed-Gender Founding Team,Transportation/Mobility,Q3,2020,Quiet Capital,International Investor (VC),"TrueSight Ventures, RT Ventures, Shorooq Partners, ACE Capital, First Round Capital, Fatima Gobi Ventures, Indus Valley Capital ",Series A,"10,000,000",Not Associated,Active
Byte,Safee Shah,Male,E-commerce,Q3,2020,Y Combinator,Accelerator(s)/Incubator(s),,Seed,"150,000",Associated,Active
AimFit,"Mahlaqa Shaukat, Noor Shaukat",Female,Fashion/Lifestyle/Fitness,Q3,2020,Indus Valley Capital,Local Investor (VC),Angel Investors,Seed,"1,000,000",Not Associated,Active
SafePay,Ziyad Parekh and Raza Naqvi,Male,Fintech/Finance,Q3,2020,Y Combinator,Accelerator(s)/Incubator(s),,Seed,"150,000",Associated,Active
Emeds.pk ,"Farees Shah, Muneeb Maayr ",Male,HealthTech/Health,Q3,2020,VM Interactive,International Investor (VC),,Seed,"250,000",Not Associated,Active
PostEx.pk,Omer Khan and Saad Mahmood,Male,Fintech/Finance,Q3,2020,Farhan Abbas Sheikh,Local Investor (Angel),,Pre-Seed,Undisclosed,Not Associated,Active
Ricult,Usman Javaid,Male,AgriTech/Agriculture,Q3,2020,"Bualuang Ventures Company Limited, Krungsri Finnovate Company Limited,",International Investor (VC),,Pre-Series A,"2,000,000",Associated,Active
Healthwire,"Hamza Iqbal, Haris Durani ",Male,HealthTech/Health,Q3,2020,47 Ventures,Local Investor (VC),,Pre-Seed,"720,000",UnkNot Associatedwn,Active
Bykea,Muneeb Maayr,Male,Transportation/Mobility,Q3,2020,Prosus Ventures,International Investor (VC),,Series B,"13,000,000",Associated,Active
Conatural,"Myra Qureshi, Rema Taseer",Female,E-commerce,Q3,2020,Karavan ,Local Investor (VC),,Pre-Series A,"800,000",Not Associated,Active
MedznMore,Asad Khan and Saad Khawar,Male,HealthTech/Health,Q4,2020,Undisclosed ,International Investor (VC),Undisclosed,Seed,"2,600,000",Not Associated,Active
Clicky.pk,Muhammad Khalid & Syed Shahzad,Male,Fashion/Lifestyle,Q4,2020,Xiaomi,International Investor (Other),Angel Investors,Pre-Series A,"700,000",Not Associated,Active
Bagallery,Mina Salman and Salman,Mixed-Gender Founding Team,Fashion/Lifestyle,Q4,2020,Lakson Investments Venture Capital (LIVC),Local Investor (VC),,Pre-Series A,"900,000",Not Associated,Active
Queno,"Muhammad Zubair, Farida Kanwal ",Mixed-Gender Founding Team,EdTech/Education,Q4,2020,Oman Tech Fund,International Investor (VC),,Seed,"100,000",Associated,Active
SafePay,Ziyad Parekh and Raza Naqvi,Male,Fintech/Finance,Q4,2020,Fatima Gobi Ventures,Local Investor (VC),,Seed,Undisclosed,Associated,Active
FMA (FindMyAdventure),Muhammad Komail,Male,Travel/Tourism/Hospitality,Q4,2020,Undisclosed ,International Investor (Angel),,Pre-Series A,"600,000",Associated,Active
Integration Xperts,Umair Azam,Male,SAAS/Cloud Computing,Q4,2020,Atlas Corp,International Investor (Other),,Undisclosed,"1,000,000",None,Active
RetailO,"Talha Ansari, Muhammad Nowkhaiz, and Wahaj Ahmed",Male,E-commerce,Q4,2020,Shorooq Partner,International Investor (VC),"500 Durian, 92 Ventures and angel investors",Pre-Seed,"2,300,000",Not Associated,Active
Finja,"Monis Rahman, Qasif Shahid, Umer Munawar",Male,Fintech/Finance,Q4,2020,ICU Ventures,International Investor (VC),"BeeNext, Vostok Emerging Finance, Quona Capital, and Gray MacKenzie Engineering Services",Seed,"9,000,000",Not Associated,Active
Finja,"Monis Rahman, Qasif Shahid, Umer Munawar",Male,Fintech/Finance,Q4,2020,ICU Ventures,International Investor (VC),"BeeNext, Vostok Emerging Finance, Quona Capital, and Gray MacKenzie Engineering Services",Seed,"9,000,000",None,Active
InventHub,Usama Abid,Male,IoT,Q4,2020,Fatima Gobi Ventures,Local Investor (VC),"WalledCity Ventures, Taimur Rashid, and numerous angel investors",Seed,Undisclosed,Not Associated,Active
Elphinstone,Farooq Tirmizi,Male Founded,Fintech/Finance,Q4,2020,Undisclosed,International Investor (Other),,Seed,"300,000",Not Associated,Active
Hungly,Muhammad Saad Shaikh,Male,E-commerce,Q4,2020,Undisclosed ,Undisclosed ,Undisclosed,Seed,"15,000",None,Active
Social Champ,"Zohaib Shakir, Sameer Ahmed Khan, and Shakir Ghani (COO, Co-founder)",Male,SAAS/Cloud Computing,Q4,2020,Undisclosed ,Undisclosed,Undisclosed,Angel Round,"225,000",Associated,Active
Integry,"Muhammad Nasrullah,",Male,SAAS/Cloud Computing,Q4,2020,,International Investor (Other),"WhatsApp, LinkedIn, Microsoft, Google, Cisco, Lyft, and AppDirect",Pre-Seed,"1,000,000",Associated,Active
Dastgyr,"Muhammad Owais, Zohaib Ali Malik",Male,E-commerce,Undisclosed ,2020,Undisclosed,Undisclosed,,Angel Round,Undisclosed ,Not Associated,Active
Undisclosed,Undisclosed,Undisclosed,Undisclosed,Unknown,2020,Undisclosed,Undisclosed,Undisclosed,Seed,"500,000",None,Active
Xylexa,"Shahrukh Babar, Shahid Abbasi, Neda Nehal",Mixed-Gender Founding Team,HealthTech/Health,Unknown,2020,Epiphany,Local Investor (Angel),,Pre-Seed,Undisclosed,Associated,Active
Cubex Global,"Sheikh Ahsan Tariq, Hood Al Hoqani, Hamza Al Kharusi, Wajiha Khalid Paracha",Mixed-Gender Founding Team,Other,Unknown,2020,Oman Tech Fund,Local Investor (VC),,Seed,"1,000,000",None,Active
Dawaai,Furquan Kidwai,Male,HealthTech/Health,Unknown,2020,Sarmayacar,Local Investor (VC),,Seed,Undisclosed,None,Active
Undisclosed Startup ,Undisclosed ,Male,Entertainment,Unknown,2020,Lakson Investments Venture Capital (LIVC),Local Investor (VC),,Seed,Undisclosed ,Not Associated,Active
Undisclosed Startup ,Brandon Timinsky,Male,Fintech/Finance,Unknown,2020,Regional Family Offices (Undisclosed),Local Investor (Syndicate/Family Office/Other),,Pre-Seed,Undisclosed,Not Associated,Active
OlaDoc (Previously MyDoctor.pk),"Abid Zuberi, Arif Zuberi",Male,HealthTech/Health,Unknown,2020,Undisclosed,International Investor (VC),,Pre-Series A,"500,000",Not Associated,Active
Dot & Line,"Maheen Adamjee, Lina Ahmed ",Female,EdTech/Education,Unknown,2020,Zeeshan Shah,International Investor (Other),Zeeshan Shah,Seed,Undisclosed ,Associated,Active
Dawai at door,Muhammad Yousaf Iqbal,Male,HealthTech/Health,Unknown,2020,Muhammad Yousaf Iqbal,Local Investor (Angel),,Seed,"150,000",None,Active
Shahi Sawari,"Mehras Tayyab, Junaid Mir, Hashim Zahid",Male,Transportation/Mobility,Unknown,2020,"47 Ventures, CresVentures",Local Investor (VC),,Seed,"700,000",Associated,Active
Undisclosed,Undisclosed,Undisclosed,Undisclosed,Unknown,2020,Undisclosed,Undisclosed,Undisclosed,Seed,"50,000",None,Active
Undisclosed,Undisclosed,Male Founded,E-commerce,Q1,2021,Undisclosed,Accelerator(s)/Incubator(s),,Seed,Undisclosed,Not Associated,Active
SafePay,"Ziyad Parekh, Raza Naqvi",Male Founded,Fintech/Finance,Q1,2021,Stripe,International Investor (Other),"Global Founders Capital, HOF Capital, Soma Capital, Mantis Venture Capital, Fatima Gobi Ventures",Seed,Undisclosed,Associated,Active
Instamall,Hashaam Riaz Sheikh (a former Citigroup investment banker) and Basit Riaz Sheikh (Cornell Ph.D.,Male Founded,E-commerce,Q1,2021,Arif Habib,Local Investor (Angel),,Pre-Seed,Undisclosed,Not Associated,Active
Fitoor,"Muhammad Mussa, Areebah Akhlaque, Murtaza Sakman Abedin",Female Cofounded,E-commerce,Q1,2021,Bunyad Seed Fund,Local Investor (VC),,Seed,"15,000",Not Associated,Active
SadaPay,Brandon Timinsky,Male Founded,Fintech/Finance,Q1,2021,Recharge Capital,International Investor (VC),"Kingsway Capital, Raptor Group, Pierpaolo Barbieri, Brian McGrath, Ilan Stern, and Andrew Wang.",Seed,"7,200,000",Not Associated,Active
VINNCORP,"Khurram Gulistan, Khurram Kalimi",Male Founded,IoT,Q1,2021,HRSG,Local Investor (Other),,Seed,"100,000",Not Associated,Active
Bazaar ,"Saad Jangda, Hamza Jawaid",Male Founded,E-commerce,Q1,2021,"Global Founders Capital, Indus Valley Capital",International Investor (VC),"S7V, Wavemaker Partners, Derayah Venture Capital, Next Billion Ventures & roughly 5 angels",Seed,"6,500,000",Associated,Active
Sehat Kahani,"Dr. Sara Saeed Khurram, Dr. Iffat Zafar Aga",Female Founded,HealthTech/Health,Q1,2021,Islamic Development Bank,International Investor (Other),"10Pearls Ventures, Mentors Fund, Impact Investment Exchange, KASB Securities, Din Group, & some unnammed angels",Pre-Series A,"1,000,000",Associated,Active
Radical Growth Solutions,"Nabeel Yousuf, Priya Osanna Smith",Female Cofounded,AgriTech/Agriculture,Q1,2021,BRINC MENA,Accelerator(s)/Incubator(s),,Seed,Undisclosed,Associated,Active
Dot & Line,"Maheen Adamjee, Lina Ahmed ",Female Founded,EdTech/Education,Q1,2021,Falcon Network,International Investor (Angel),,Seed,Undisclosed,Associated,Active
Undisclosed,"Jarrar Shah, Kashif Mukhtar, Maha Khalid, Muaz Zafar, Nabil Shahzad, Qaiser Raza",Female Cofounded,E-commerce,Q1,2021,Undisclosed,Accelerator(s)/Incubator(s),,Seed,Undisclosed,Not Associated,Active
Chkar Lodging and Experiences,"Izzat Bibi, Aamir Ali Khan",Female Cofounded,E-Tourism/Tourism,Q1,2021,MFSYS,Local Investor (Other),,Seed,"300,000",Associated,Active
Udhaar,"Fahad Kamr, Myra Razia Ali, Shahjahan Warraich",Female Cofounded,Fintech/Finance,Q1,2021,Y-Combinator,International Investor (Other),,Seed,"125,000",Associated,Active
Unity Retail,"Mohammed Atif Sami, Syed Shoaib Ahsan",Male Founded,SAAS/Cloud Computing,Q1,2021,Boston Equity Partners,Local Investor (VC),,Seed,Undisclosed,Not Associated,Active
Remotebase,"Qasim Asad Salam, Talha Masood",Male Founded,Online Community/Portal,Q1,2021,Indus Valley Capital,Local Investor (VC),"Draper Associates, VC Hustle Fund, & some other investors",Seed,"1,400,000",Not Associated,Active
CreditFix,Owais Zaidi,Male Founded,Fintech/Finance,Q2,2021,Insitor Partners,International Investor (VC),,Seed,Undisclosed,Not Associated,Active
Jabberwock,Undisclosed,Male,E-commerce,Q2,2021,Undisclosed,Undisclosed,Undisclosed,Undisclosed,Undisclosed,None,Active
Edkasa,Fahad Tanveer and Annum Sadiq,Female Cofounded,EdTech/Education,Q2,2021,i2i Ventures,Local Investor (VC),"Walled City Co, Zayn Capital, and other angel investors",Pre-Seed,"320,000",i2i,Active
Truck It In,"Muhammad Sarmad Farooq, Raza Afzal, and Haider Navid",Male Founded,On-Demand,Q2,2021,Global Founders Capital,International Investor (VC),"Fatima Gobi Ventures, Deosai Ventures, BitRate Venture Capital, +92 Ventures, and other angel investors",Pre-Seed,"1,500,000",None,Active
KTrade,Ali Farid,Male Founded,Fintech/Finance,Q2,2021,"TTB Partners, VC HOF Capita",International Investor (VC),"Christian Angermayer, David Mortlock",Seed,"4,500,000",Not Associated,Active
CreditBook,"Hasib Malik, Iman Jamall, Hisham Adamjee",Female Cofounded,Fintech/Finance,Q2,2021,"BitRate VC, VentureSouq",International Investor (VC),"Better Tomorrow Ventures, Ratio Ventures, and Toy Ventures, Quiet Capital, i2i Ventures, and angel investors",Seed,"1,500,000",None,Active
TruckSher,Abid Butt,Male Founded,On-Demand,Q2,2021,Sarmayacar,Local Investor (VC),,Undisclosed,Undisclosed,None,Active
Tajir,"Babar Khan, Ismail Khan",Male Founded,E-commerce,Q2,2021,Kleiner Perkins,International Investor (Other),"Y Combinator Continuity Fund, AAVCF, Fatima Gobi Ventures, Flexport, Golden Gate Ventures, Liberty City Ventures, VentureSouq, and angel investors",Series A,"17,000,000",Y Combinator,Active
TAG,"Talal Ahmad Gondal, Ahsan Khan, and Alexander Lukianchuk",Male Founded,Fintech/Finance,Q2,2021,"Quiet Capital, Liberty City Ventures",International Investor (Other),"Fatima Gobi Ventures, Unpopular Ventures, other strategic investors",Pre-Seed,"5,500,000",Y Combinator,Active
Retailo,"Talha Ansari, Muhammad Nowkhaiz, Wahaj Ahmed",Male Founded,E-commerce,Q2,2021,"Shorooq Partners, Abercross Holdings",International Investor (VC),"AgFunder, Arzan Venture Capital",Seed,"6,700,000",None,Active
dTrade (by Seed Labs),"Yameen Malik, Rabeel Jawaid, Zabi Mohebzada, Ahmad Jawaid",Male Founded,Fintech/Finance,Q2,2021,"Three Arrows Capital, DeFiance Capital",International Investor (VC),"Huobi, Mechanism Capital, Magic Ventures, Bixin Ventures, IOSG Ventures, Hypersphere Ventures and Fenbushi Capital. Polychain, ParaFi Capital and other crypto venture capital firms.",Seed,"6,400,000",None,Active
Finja,"Monis Rahman, Qasif Shahid, Umer Munawar",Male Founded,Fintech/Finance,Q2,2021,HBL,Local Investor (Other),,Series A,"1,150,000",None,Active
HS360,Haris shahzad,Male Founded,Advertising,Q2,2021,Syed Ahmed Masud,Local Investor (Angel),,Seed,"38,000",NIC Peshawar,Active
Jugnu (by Retailistan),"Yasir Suleman, Sharoon Saleem",Male Founded,E-commerce,Q2,2021,Systems Limited,Local Investor (Other),,Seed,"3,029,126",None,Active
Abhi,"Omair Ansari, Ali Ladhubhai",Male Founded,Fintech/Finance,Q2,2021,Vostok Emerging Finance,International Investor (VC),"Village Global, Sarmayacar, i2i Ventures, Zayn Capital, Portman Wills",Seed,"2,000,000",Y Combinator,Active
Dawaai,Furquan Kidwai,Male Founded,HealthTech/Health,Q2,2021,500 Startups,International Investor (VC),"Sarmayacar, two family offices",Seed,"8,500,000",None,Active
GrocerApp,"Ahmad Saeed, Hassaan Sadiq ",Male Founded,E-commerce,Q2,2021,Hayaat Global,International Investor (VC),"Millville Opportunities Fund, Wamda Capital, Jabbar Internet Group, Nama Ventures, Haitou Global, Lean Bricks, Walled City Co., Asif Keshodia, Khalid Alami, Ziyad Alami, and Jon Puckhaber",Series A,"5,200,000",Not Associated,Active
Trivzia,"Waqqas Alvi, Waqas Shahid, Jahnzaib Shahid, Ejaz Rana",Male Founded,Gaming,Q2,2021,47 Ventures,Local Investor (VC),,Seed,"400,000",Not Associated,Active